Country_1,Country_2,Cooperation_Count,Country_Pair
USA,Wanda,3,"('USA', 'Wanda')"
Peoples R China,Shuang,2,"('Peoples R China', 'Shuang')"
Shuang,USA,1,"('Shuang', 'USA')"
USA,Zulfiquer Ali,1,"('USA', 'Zulfiquer Ali')"
Bangladesh,USA,1,"('Bangladesh', 'USA')"
Canada,Zulfiquer Ali,1,"('Canada', 'Zulfiquer Ali')"
Peoples R China,Zulfiquer Ali,1,"('Peoples R China', 'Zulfiquer Ali')"
Bangladesh,Zulfiquer Ali,1,"('Bangladesh', 'Zulfiquer Ali')"
Bangladesh,Canada,1,"('Bangladesh', 'Canada')"
Bangladesh,Peoples R China,1,"('Bangladesh', 'Peoples R China')"
Juan,Peoples R China,4,"('Juan', 'Peoples R China')"
Ans,Francesca,1,"('Ans', 'Francesca')"
Francesca,Netherlands,1,"('Francesca', 'Netherlands')"
Christian,Samuel,1,"('Christian', 'Samuel')"
Germany,Samuel,2,"('Germany', 'Samuel')"
Fue,Peoples R China,3,"('Fue', 'Peoples R China')"
France,Fue,1,"('France', 'Fue')"
Germany,Wolf,1,"('Germany', 'Wolf')"
Michele,Switzerland,6,"('Michele', 'Switzerland')"
Michele,Michele,1,"('Michele', 'Michele')"
Abdul,Peoples R China,1,"('Abdul', 'Peoples R China')"
Xiuyuan,Yanping,1,"('Xiuyuan', 'Yanping')"
Peoples R China,Yanping,6,"('Peoples R China', 'Yanping')"
Peoples R China,Xiuyuan,3,"('Peoples R China', 'Xiuyuan')"
Mohammed,UK,1,"('Mohammed', 'UK')"
Mohammed,U Arab Emirates,1,"('Mohammed', 'U Arab Emirates')"
Oman,UK,1,"('Oman', 'UK')"
Oman,U Arab Emirates,1,"('Oman', 'U Arab Emirates')"
Alexander,Huong,1,"('Alexander', 'Huong')"
Alexander,Andrea,1,"('Alexander', 'Andrea')"
Andrea,Huong,1,"('Andrea', 'Huong')"
Australia,Huong,1,"('Australia', 'Huong')"
Andrea,Australia,1,"('Andrea', 'Australia')"
Rob,Sarah,1,"('Rob', 'Sarah')"
Maxim,Netherlands,1,"('Maxim', 'Netherlands')"
Armin Pircher,Netherlands,1,"('Armin Pircher', 'Netherlands')"
Peoples R China,Yongmei,2,"('Peoples R China', 'Yongmei')"
Chris,Yongmei,1,"('Chris', 'Yongmei')"
Canada,Yongmei,1,"('Canada', 'Yongmei')"
Chris,Peoples R China,2,"('Chris', 'Peoples R China')"
Canada,Chris,1,"('Canada', 'Chris')"
J. Tuomas,Janne,1,"('J. Tuomas', 'Janne')"
Finland,J. Tuomas,1,"('Finland', 'J. Tuomas')"
Finland,Janne,1,"('Finland', 'Janne')"
Australia,Jane,1,"('Australia', 'Jane')"
Gerson Francis,New Zealand,1,"('Gerson Francis', 'New Zealand')"
Gerson Francis,USA,1,"('Gerson Francis', 'USA')"
Natasa,Ursa,1,"('Natasa', 'Ursa')"
Natasa,Slovenia,1,"('Natasa', 'Slovenia')"
Slovenia,Ursa,1,"('Slovenia', 'Ursa')"
Peoples R China,Weiyin,1,"('Peoples R China', 'Weiyin')"
France,Weiyin,1,"('France', 'Weiyin')"
Maira,Sweden,1,"('Maira', 'Sweden')"
Maira,USA,1,"('Maira', 'USA')"
Edwina,New Zealand,2,"('Edwina', 'New Zealand')"
Andreas,Catharina,1,"('Andreas', 'Catharina')"
Catharina,Denmark,2,"('Catharina', 'Denmark')"
Catharina,Sweden,1,"('Catharina', 'Sweden')"
Catharina,Germany,1,"('Catharina', 'Germany')"
Stijn,U Arab Emirates,1,"('Stijn', 'U Arab Emirates')"
Belgium,U Arab Emirates,1,"('Belgium', 'U Arab Emirates')"
Homagni,UK,2,"('Homagni', 'UK')"
Gunjan,Homagni,1,"('Gunjan', 'Homagni')"
Gunjan,UK,2,"('Gunjan', 'UK')"
Canada,Celine,2,"('Canada', 'Celine')"
Belgium,Ireland,3,"('Belgium', 'Ireland')"
Ireland,Mexico,1,"('Ireland', 'Mexico')"
Libing,Xuezhou,1,"('Libing', 'Xuezhou')"
Peoples R China,Xuezhou,1,"('Peoples R China', 'Xuezhou')"
Libing,Peoples R China,1,"('Libing', 'Peoples R China')"
Canada,Hongjin,1,"('Canada', 'Hongjin')"
Hongjin,Peoples R China,2,"('Hongjin', 'Peoples R China')"
Guangyong,Peoples R China,2,"('Guangyong', 'Peoples R China')"
Guangyong,USA,1,"('Guangyong', 'USA')"
Colombia,Colombia,1,"('Colombia', 'Colombia')"
Camelia,Canada,1,"('Camelia', 'Canada')"
France,Yuliya,2,"('France', 'Yuliya')"
Muneeb Ul Lateef,Premilla,1,"('Muneeb Ul Lateef', 'Premilla')"
Ernesto,Muneeb Ul Lateef,1,"('Ernesto', 'Muneeb Ul Lateef')"
India,Muneeb Ul Lateef,1,"('India', 'Muneeb Ul Lateef')"
Sandra,Thomas,1,"('Sandra', 'Thomas')"
Thomas,UK,1,"('Thomas', 'UK')"
Mexico,Moritz,1,"('Mexico', 'Moritz')"
Denmark,Moritz,1,"('Denmark', 'Moritz')"
Anne,Denmark,1,"('Anne', 'Denmark')"
Malaysia,Yi-Hui,3,"('Malaysia', 'Yi-Hui')"
Shufeng,Ying,1,"('Shufeng', 'Ying')"
Peoples R China,Shufeng,1,"('Peoples R China', 'Shufeng')"
Canada,Pascale,2,"('Canada', 'Pascale')"
Pascale,USA,1,"('Pascale', 'USA')"
Tolga,USA,1,"('Tolga', 'USA')"
Abdullah,USA,2,"('Abdullah', 'USA')"
USA,Xiangmin,2,"('USA', 'Xiangmin')"
Peoples R China,Xiangmin,1,"('Peoples R China', 'Xiangmin')"
Jin Ho,South Korea,4,"('Jin Ho', 'South Korea')"
Olga,Ziya,1,"('Olga', 'Ziya')"
Qin,Ziya,1,"('Qin', 'Ziya')"
UK,Ziya,1,"('UK', 'Ziya')"
Olga,Qin,1,"('Olga', 'Qin')"
Olga,UK,1,"('Olga', 'UK')"
Qin,UK,1,"('Qin', 'UK')"
Kareen,USA,1,"('Kareen', 'USA')"
Jennifer,Kareen,1,"('Jennifer', 'Kareen')"
Canada,Kareen,1,"('Canada', 'Kareen')"
Canada,Jennifer,1,"('Canada', 'Jennifer')"
Brazil,Eduardo,2,"('Brazil', 'Eduardo')"
Brazil,Steve,2,"('Brazil', 'Steve')"
Eduardo,Steve,1,"('Eduardo', 'Steve')"
Eduardo,UK,1,"('Eduardo', 'UK')"
Australia,Steve,1,"('Australia', 'Steve')"
Steve,UK,1,"('Steve', 'UK')"
Cherise,South Africa,1,"('Cherise', 'South Africa')"
Italy,Valeria,2,"('Italy', 'Valeria')"
Moritz,Valeria,1,"('Moritz', 'Valeria')"
Germany,Valeria,1,"('Germany', 'Valeria')"
Peoples R China,Valeria,1,"('Peoples R China', 'Valeria')"
Norway,Valeria,1,"('Norway', 'Valeria')"
Italy,Moritz,2,"('Italy', 'Moritz')"
Moritz,Peoples R China,1,"('Moritz', 'Peoples R China')"
Moritz,Norway,1,"('Moritz', 'Norway')"
Norway,Peoples R China,1,"('Norway', 'Peoples R China')"
Maria Francisca,UK,1,"('Maria Francisca', 'UK')"
Paulo Renato,UK,1,"('Paulo Renato', 'UK')"
Maria Francisca,Portugal,2,"('Maria Francisca', 'Portugal')"
Maria Francisca,Paulo Renato,1,"('Maria Francisca', 'Paulo Renato')"
Paulo Renato,Portugal,2,"('Paulo Renato', 'Portugal')"
Belgium,Tessa,1,"('Belgium', 'Tessa')"
David,Tessa,1,"('David', 'Tessa')"
Tessa,UK,1,"('Tessa', 'UK')"
Netherlands,Tessa,1,"('Netherlands', 'Tessa')"
Peoples R China,Tessa,2,"('Peoples R China', 'Tessa')"
Belgium,David,4,"('Belgium', 'David')"
David,Peoples R China,2,"('David', 'Peoples R China')"
Carolin,Germany,2,"('Carolin', 'Germany')"
Joona,Netherlands,1,"('Joona', 'Netherlands')"
France,Jean-Francois,2,"('France', 'Jean-Francois')"
Fredrik,Jesper,1,"('Fredrik', 'Jesper')"
Finland,Jesper,1,"('Finland', 'Jesper')"
Finland,Fredrik,1,"('Finland', 'Fredrik')"
Adela,Daniel,1,"('Adela', 'Daniel')"
Australia,Daniel,1,"('Australia', 'Daniel')"
Adela,Australia,1,"('Adela', 'Australia')"
Fiona,France,1,"('Fiona', 'France')"
Christiana,Germany,2,"('Christiana', 'Germany')"
Christiana,UK,1,"('Christiana', 'UK')"
Peoples R China,Siyi,3,"('Peoples R China', 'Siyi')"
Siyi,Xin,1,"('Siyi', 'Xin')"
Peoples R China,Yuntao,2,"('Peoples R China', 'Yuntao')"
Netherlands,Yuntao,1,"('Netherlands', 'Yuntao')"
Canada,Siyi,1,"('Canada', 'Siyi')"
Siyi,UK,1,"('Siyi', 'UK')"
Finland,Waqar,1,"('Finland', 'Waqar')"
UK,Waqar,2,"('UK', 'Waqar')"
Charbel Jose,Indonesia,1,"('Charbel Jose', 'Indonesia')"
Charbel Jose,France,1,"('Charbel Jose', 'France')"
Hongdan,Peoples R China,3,"('Hongdan', 'Peoples R China')"
France,Hongdan,1,"('France', 'Hongdan')"
Denise,Friederike Sophie,1,"('Denise', 'Friederike Sophie')"
Friederike Sophie,Germany,1,"('Friederike Sophie', 'Germany')"
Gwarlann,Nico,1,"('Gwarlann', 'Nico')"
France,Gwarlann,1,"('France', 'Gwarlann')"
France,Nico,1,"('France', 'Nico')"
Prabashi,Soon-Yeow,1,"('Prabashi', 'Soon-Yeow')"
Australia,Prabashi,2,"('Australia', 'Prabashi')"
Australia,Soon-Yeow,4,"('Australia', 'Soon-Yeow')"
Shike,Spain,2,"('Shike', 'Spain')"
Liuyang,Peoples R China,4,"('Liuyang', 'Peoples R China')"
Germany,J. William,1,"('Germany', 'J. William')"
J. William,USA,1,"('J. William', 'USA')"
Chung-wen,Hsiu-Huei,1,"('Chung-wen', 'Hsiu-Huei')"
Chung-wen,Kristine Velasquez,1,"('Chung-wen', 'Kristine Velasquez')"
Chung-wen,Taiwan,1,"('Chung-wen', 'Taiwan')"
Chung-wen,USA,1,"('Chung-wen', 'USA')"
Hsiu-Huei,Kristine Velasquez,1,"('Hsiu-Huei', 'Kristine Velasquez')"
Hsiu-Huei,Taiwan,1,"('Hsiu-Huei', 'Taiwan')"
Hsiu-Huei,USA,1,"('Hsiu-Huei', 'USA')"
Kristine Velasquez,USA,1,"('Kristine Velasquez', 'USA')"
Lee,Monomita,1,"('Lee', 'Monomita')"
Lee,UK,3,"('Lee', 'UK')"
Monomita,UK,3,"('Monomita', 'UK')"
Cyprus,Saudi Arabia,1,"('Cyprus', 'Saudi Arabia')"
Ireland,Italy,2,"('Ireland', 'Italy')"
Jing,USA,1,"('Jing', 'USA')"
Shalini,USA,1,"('Shalini', 'USA')"
Monaco,Switzerland,1,"('Monaco', 'Switzerland')"
Monaco,UK,1,"('Monaco', 'UK')"
Costa Rica,Spain,1,"('Costa Rica', 'Spain')"
George,Sweden,1,"('George', 'Sweden')"
Birger Boutrup,Sweden,1,"('Birger Boutrup', 'Sweden')"
Birger Boutrup,George,1,"('Birger Boutrup', 'George')"
Denmark,George,1,"('Denmark', 'George')"
Birger Boutrup,Denmark,1,"('Birger Boutrup', 'Denmark')"
Tae Wan,USA,1,"('Tae Wan', 'USA')"
Canada,Tae Wan,1,"('Canada', 'Tae Wan')"
Poland,Spain,1,"('Poland', 'Spain')"
Australia,Chris,3,"('Australia', 'Chris')"
Chris,South Africa,1,"('Chris', 'South Africa')"
Brooke Fisher,Duli,1,"('Brooke Fisher', 'Duli')"
Brooke Fisher,USA,3,"('Brooke Fisher', 'USA')"
Brooke Fisher,Khairul,1,"('Brooke Fisher', 'Khairul')"
Duli,USA,3,"('Duli', 'USA')"
Duli,Khairul,1,"('Duli', 'Khairul')"
Khairul,USA,3,"('Khairul', 'USA')"
Gunter,Mandi,1,"('Gunter', 'Mandi')"
Andreas,Mandi,1,"('Andreas', 'Mandi')"
Mandi,Netherlands,1,"('Mandi', 'Netherlands')"
Andreas,Gunter,1,"('Andreas', 'Gunter')"
Gunter,Netherlands,1,"('Gunter', 'Netherlands')"
Andreas,Netherlands,1,"('Andreas', 'Netherlands')"
Jian,Yanping,1,"('Jian', 'Yanping')"
Julan,Yanping,1,"('Julan', 'Yanping')"
Jian,Julan,1,"('Jian', 'Julan')"
Julan,Peoples R China,5,"('Julan', 'Peoples R China')"
Malaysia,Paul,1,"('Malaysia', 'Paul')"
New Zealand,Paul,3,"('New Zealand', 'Paul')"
France,Paul,1,"('France', 'Paul')"
Don,Ireland,1,"('Don', 'Ireland')"
Don,Spain,1,"('Don', 'Spain')"
Agnes,UK,1,"('Agnes', 'UK')"
Agnes,Germany,1,"('Agnes', 'Germany')"
Chiara,UK,1,"('Chiara', 'UK')"
Chiara,Italy,1,"('Chiara', 'Italy')"
Jingyu,Peoples R China,1,"('Jingyu', 'Peoples R China')"
Erin,Patrick,1,"('Erin', 'Patrick')"
Erin,USA,1,"('Erin', 'USA')"
Erin,Singapore,1,"('Erin', 'Singapore')"
Patrick,USA,1,"('Patrick', 'USA')"
Patrick,Singapore,1,"('Patrick', 'Singapore')"
India,Leon,1,"('India', 'Leon')"
Morocco,Pakistan,2,"('Morocco', 'Pakistan')"
Australia,Edward,1,"('Australia', 'Edward')"
Slovenia,Tamara,1,"('Slovenia', 'Tamara')"
Brazil,Sandra Leonara,4,"('Brazil', 'Sandra Leonara')"
Fabiola,Sandra Leonara,1,"('Fabiola', 'Sandra Leonara')"
Brazil,Fabiola,4,"('Brazil', 'Fabiola')"
Canada,Danny,1,"('Canada', 'Danny')"
Danny,USA,2,"('Danny', 'USA')"
Pamela,USA,3,"('Pamela', 'USA')"
Mai Chi,UK,2,"('Mai Chi', 'UK')"
Costa Rica,UK,1,"('Costa Rica', 'UK')"
Costa Rica,Italy,1,"('Costa Rica', 'Italy')"
Juliana Guedes,USA,1,"('Juliana Guedes', 'USA')"
Juliana Guedes,Netherlands,1,"('Juliana Guedes', 'Netherlands')"
Brazil,Juliana Guedes,2,"('Brazil', 'Juliana Guedes')"
Sandrine,Thibaut,1,"('Sandrine', 'Thibaut')"
France,Thibaut,1,"('France', 'Thibaut')"
Pakistan,Saad,2,"('Pakistan', 'Saad')"
Finland,Linda Annala,1,"('Finland', 'Linda Annala')"
Peoples R China,Shaojian,2,"('Peoples R China', 'Shaojian')"
Liming,Peoples R China,1,"('Liming', 'Peoples R China')"
Liming,USA,1,"('Liming', 'USA')"
Australia,Liming,1,"('Australia', 'Liming')"
John,Marisa,1,"('John', 'Marisa')"
Marisa,UK,1,"('Marisa', 'UK')"
Bruce,UK,2,"('Bruce', 'UK')"
Mijia,Zhe,1,"('Mijia', 'Zhe')"
Mijia,Peoples R China,2,"('Mijia', 'Peoples R China')"
Scott,Victoria,1,"('Scott', 'Victoria')"
Austria,Russia,1,"('Austria', 'Russia')"
Russia,Sweden,1,"('Russia', 'Sweden')"
Netherlands,Russia,1,"('Netherlands', 'Russia')"
Santiago,USA,1,"('Santiago', 'USA')"
Qatar,Tahniyath,1,"('Qatar', 'Tahniyath')"
Erik,Netherlands,1,"('Erik', 'Netherlands')"
Yuanyuan,Zhuoying,1,"('Yuanyuan', 'Zhuoying')"
Peoples R China,Yuanyuan,2,"('Peoples R China', 'Yuanyuan')"
Peoples R China,Zhuoying,2,"('Peoples R China', 'Zhuoying')"
Dewi,Junzhao,1,"('Dewi', 'Junzhao')"
Australia,Junzhao,1,"('Australia', 'Junzhao')"
Australia,Dewi,1,"('Australia', 'Dewi')"
Anna Lena,Germany,1,"('Anna Lena', 'Germany')"
Marilyn,New Zealand,1,"('Marilyn', 'New Zealand')"
Marilyn,South Korea,2,"('Marilyn', 'South Korea')"
Louis,Sweden,1,"('Louis', 'Sweden')"
Louis,South Africa,1,"('Louis', 'South Africa')"
Belgium,Louis,1,"('Belgium', 'Louis')"
Sally,UK,1,"('Sally', 'UK')"
Sally,USA,1,"('Sally', 'USA')"
Melanie,Therese,1,"('Melanie', 'Therese')"
Melanie,Wim,1,"('Melanie', 'Wim')"
Melanie,Netherlands,1,"('Melanie', 'Netherlands')"
Therese,Wim,1,"('Therese', 'Wim')"
Netherlands,Therese,1,"('Netherlands', 'Therese')"
Denise,Mario,1,"('Denise', 'Mario')"
Germany,Mario,2,"('Germany', 'Mario')"
Jordan,Qatar,1,"('Jordan', 'Qatar')"
Lebanon,Qatar,1,"('Lebanon', 'Qatar')"
Jordan,Lebanon,1,"('Jordan', 'Lebanon')"
Portugal,Ricardo,3,"('Portugal', 'Ricardo')"
JoAndrea,USA,2,"('JoAndrea', 'USA')"
Canada,JoAndrea,1,"('Canada', 'JoAndrea')"
Devon,USA,1,"('Devon', 'USA')"
Hongdan,Yuanhua,1,"('Hongdan', 'Yuanhua')"
Peoples R China,Yuanhua,1,"('Peoples R China', 'Yuanhua')"
India,Norway,4,"('India', 'Norway')"
India,Puneet,2,"('India', 'Puneet')"
India,South Africa,2,"('India', 'South Africa')"
Norway,Puneet,2,"('Norway', 'Puneet')"
Norway,South Africa,2,"('Norway', 'South Africa')"
Puneet,South Africa,1,"('Puneet', 'South Africa')"
Australia,Puneet,1,"('Australia', 'Puneet')"
Puneet,UK,1,"('Puneet', 'UK')"
Indonesia,Vietnam,1,"('Indonesia', 'Vietnam')"
India,Spain,1,"('India', 'Spain')"
India,Roscoe Conan,1,"('India', 'Roscoe Conan')"
Roscoe Conan,Spain,1,"('Roscoe Conan', 'Spain')"
France,Roscoe Conan,1,"('France', 'Roscoe Conan')"
Bibek,Ipsu,1,"('Bibek', 'Ipsu')"
Bibek,India,1,"('Bibek', 'India')"
India,Ipsu,1,"('India', 'Ipsu')"
Fong,Peoples R China,3,"('Fong', 'Peoples R China')"
Fong,Singapore,1,"('Fong', 'Singapore')"
USA,Yan,3,"('USA', 'Yan')"
Italy,Simone,1,"('Italy', 'Simone')"
Jordi,Switzerland,1,"('Jordi', 'Switzerland')"
Finland,Savu,1,"('Finland', 'Savu')"
Japan,Savu,1,"('Japan', 'Savu')"
Finland,Japan,1,"('Finland', 'Japan')"
Lan,Peoples R China,1,"('Lan', 'Peoples R China')"
Australia,Liesbeth,1,"('Australia', 'Liesbeth')"
Belgium,Liesbeth,1,"('Belgium', 'Liesbeth')"
Anne Leonore,Malouke Esra,1,"('Anne Leonore', 'Malouke Esra')"
Chris Reinders,Malouke Esra,1,"('Chris Reinders', 'Malouke Esra')"
Elke Hindina,Malouke Esra,1,"('Elke Hindina', 'Malouke Esra')"
Malouke Esra,Megan,1,"('Malouke Esra', 'Megan')"
Emmeke Barbara,Malouke Esra,1,"('Emmeke Barbara', 'Malouke Esra')"
Gabriela,Malouke Esra,1,"('Gabriela', 'Malouke Esra')"
Malouke Esra,Netherlands,3,"('Malouke Esra', 'Netherlands')"
Malouke Esra,Monique,2,"('Malouke Esra', 'Monique')"
Malouke Esra,USA,2,"('Malouke Esra', 'USA')"
Anne Leonore,Chris Reinders,1,"('Anne Leonore', 'Chris Reinders')"
Anne Leonore,Elke Hindina,1,"('Anne Leonore', 'Elke Hindina')"
Anne Leonore,Megan,1,"('Anne Leonore', 'Megan')"
Anne Leonore,Emmeke Barbara,1,"('Anne Leonore', 'Emmeke Barbara')"
Anne Leonore,Gabriela,1,"('Anne Leonore', 'Gabriela')"
Anne Leonore,Netherlands,3,"('Anne Leonore', 'Netherlands')"
Anne Leonore,Monique,2,"('Anne Leonore', 'Monique')"
Anne Leonore,USA,2,"('Anne Leonore', 'USA')"
Chris Reinders,Elke Hindina,1,"('Chris Reinders', 'Elke Hindina')"
Chris Reinders,Megan,1,"('Chris Reinders', 'Megan')"
Chris Reinders,Emmeke Barbara,1,"('Chris Reinders', 'Emmeke Barbara')"
Chris Reinders,Gabriela,1,"('Chris Reinders', 'Gabriela')"
Chris Reinders,Netherlands,3,"('Chris Reinders', 'Netherlands')"
Chris Reinders,Monique,2,"('Chris Reinders', 'Monique')"
Chris Reinders,USA,2,"('Chris Reinders', 'USA')"
Elke Hindina,Megan,1,"('Elke Hindina', 'Megan')"
Elke Hindina,Emmeke Barbara,1,"('Elke Hindina', 'Emmeke Barbara')"
Elke Hindina,Gabriela,1,"('Elke Hindina', 'Gabriela')"
Elke Hindina,Netherlands,3,"('Elke Hindina', 'Netherlands')"
Elke Hindina,Monique,2,"('Elke Hindina', 'Monique')"
Elke Hindina,USA,2,"('Elke Hindina', 'USA')"
Emmeke Barbara,Megan,1,"('Emmeke Barbara', 'Megan')"
Gabriela,Megan,1,"('Gabriela', 'Megan')"
Megan,Netherlands,3,"('Megan', 'Netherlands')"
Megan,Monique,2,"('Megan', 'Monique')"
Emmeke Barbara,Gabriela,1,"('Emmeke Barbara', 'Gabriela')"
Emmeke Barbara,Netherlands,3,"('Emmeke Barbara', 'Netherlands')"
Emmeke Barbara,Monique,2,"('Emmeke Barbara', 'Monique')"
Emmeke Barbara,USA,2,"('Emmeke Barbara', 'USA')"
Gabriela,Netherlands,3,"('Gabriela', 'Netherlands')"
Gabriela,Monique,2,"('Gabriela', 'Monique')"
Gabriela,USA,2,"('Gabriela', 'USA')"
Monique,Netherlands,6,"('Monique', 'Netherlands')"
Monique,Monique,1,"('Monique', 'Monique')"
Monique,USA,4,"('Monique', 'USA')"
Petr,Russia,1,"('Petr', 'Russia')"
Petr,Switzerland,1,"('Petr', 'Switzerland')"
Norway,Petr,1,"('Norway', 'Petr')"
Federica,Germany,1,"('Federica', 'Germany')"
Anna-Lena,Germany,1,"('Anna-Lena', 'Germany')"
Sijing,USA,4,"('Sijing', 'USA')"
Australia,Ghana,2,"('Australia', 'Ghana')"
Belgium,Isaline,2,"('Belgium', 'Isaline')"
Isaline,Switzerland,1,"('Isaline', 'Switzerland')"
Amanda,USA,4,"('Amanda', 'USA')"
Finland,Othmar Manfred,1,"('Finland', 'Othmar Manfred')"
Othmar Manfred,UK,2,"('Othmar Manfred', 'UK')"
Theresa,USA,1,"('Theresa', 'USA')"
Germany,Theresa,1,"('Germany', 'Theresa')"
France,Theresa,1,"('France', 'Theresa')"
Poland,Riku,1,"('Poland', 'Riku')"
Netherlands,Poland,1,"('Netherlands', 'Poland')"
Finland,Poland,1,"('Finland', 'Poland')"
Netherlands,Riku,1,"('Netherlands', 'Riku')"
Finland,Riku,1,"('Finland', 'Riku')"
Gloria Xiaocheng,Paraskevas,1,"('Gloria Xiaocheng', 'Paraskevas')"
Gloria Xiaocheng,USA,1,"('Gloria Xiaocheng', 'USA')"
Gloria Xiaocheng,Netherlands,1,"('Gloria Xiaocheng', 'Netherlands')"
Gloria Xiaocheng,South Africa,3,"('Gloria Xiaocheng', 'South Africa')"
Paraskevas,USA,1,"('Paraskevas', 'USA')"
Netherlands,Paraskevas,1,"('Netherlands', 'Paraskevas')"
Paraskevas,South Africa,3,"('Paraskevas', 'South Africa')"
Netherlands,South Africa,3,"('Netherlands', 'South Africa')"
Cyprus,Ireland,1,"('Cyprus', 'Ireland')"
Jamie,Tongyu,1,"('Jamie', 'Tongyu')"
New Zealand,Tongyu,2,"('New Zealand', 'Tongyu')"
Jamie,New Zealand,2,"('Jamie', 'New Zealand')"
France,Ran,2,"('France', 'Ran')"
Ayn,South Korea,1,"('Ayn', 'South Korea')"
Ayn,USA,1,"('Ayn', 'USA')"
France,Maria,1,"('France', 'Maria')"
Kim,USA,1,"('Kim', 'USA')"
Peoples R China,Zhu,3,"('Peoples R China', 'Zhu')"
Chenqian,Peoples R China,3,"('Chenqian', 'Peoples R China')"
Chenqian,Zhu,1,"('Chenqian', 'Zhu')"
Peoples R China,Yongqiang,2,"('Peoples R China', 'Yongqiang')"
Matthew,UK,2,"('Matthew', 'UK')"
Anthony,UK,2,"('Anthony', 'UK')"
Italy,Mattia,3,"('Italy', 'Mattia')"
Frederic,Gary,1,"('Frederic', 'Gary')"
Daniele,Gary,1,"('Daniele', 'Gary')"
Daniele,Frederic,1,"('Daniele', 'Frederic')"
Frederic,UK,1,"('Frederic', 'UK')"
Daniele,UK,1,"('Daniele', 'UK')"
USA,Wenrui,1,"('USA', 'Wenrui')"
Netherlands,Wenrui,1,"('Netherlands', 'Wenrui')"
Belgium,Wenrui,1,"('Belgium', 'Wenrui')"
Heli,Katrina,1,"('Heli', 'Katrina')"
Anni-Kaisa,Katrina,1,"('Anni-Kaisa', 'Katrina')"
Finland,Katrina,1,"('Finland', 'Katrina')"
Anni-Kaisa,Heli,1,"('Anni-Kaisa', 'Heli')"
Finland,Heli,1,"('Finland', 'Heli')"
Anni-Kaisa,Finland,1,"('Anni-Kaisa', 'Finland')"
Ho Fai,Uwe,4,"('Ho Fai', 'Uwe')"
Ho Fai,Naomi,4,"('Ho Fai', 'Naomi')"
Australia,Ho Fai,8,"('Australia', 'Ho Fai')"
Ho Fai,Ho Fai,1,"('Ho Fai', 'Ho Fai')"
Germany,Ho Fai,2,"('Germany', 'Ho Fai')"
Ho Fai,Switzerland,2,"('Ho Fai', 'Switzerland')"
Naomi,Uwe,4,"('Naomi', 'Uwe')"
Australia,Uwe,8,"('Australia', 'Uwe')"
Uwe,Uwe,1,"('Uwe', 'Uwe')"
Germany,Uwe,2,"('Germany', 'Uwe')"
Switzerland,Uwe,2,"('Switzerland', 'Uwe')"
Australia,Naomi,8,"('Australia', 'Naomi')"
Naomi,Naomi,1,"('Naomi', 'Naomi')"
Germany,Naomi,2,"('Germany', 'Naomi')"
Naomi,Switzerland,2,"('Naomi', 'Switzerland')"
Ethiopia,Sweden,1,"('Ethiopia', 'Sweden')"
New Zealand,Peter,1,"('New Zealand', 'Peter')"
Nigeria,Peter,1,"('Nigeria', 'Peter')"
Australia,Peter,1,"('Australia', 'Peter')"
New Zealand,Nigeria,1,"('New Zealand', 'Nigeria')"
Australia,Nigeria,1,"('Australia', 'Nigeria')"
Samuel Petros,Sweden,4,"('Samuel Petros', 'Sweden')"
Samuel Petros,Samuel Petros,1,"('Samuel Petros', 'Samuel Petros')"
Cyprus,Singapore,1,"('Cyprus', 'Singapore')"
Ilaria,UK,1,"('Ilaria', 'UK')"
Ilaria,Italy,2,"('Ilaria', 'Italy')"
Andrea,Ilaria,1,"('Andrea', 'Ilaria')"
Andrea,Belgium,1,"('Andrea', 'Belgium')"
Belgium,Ilaria,1,"('Belgium', 'Ilaria')"
Peoples R China,Yijing,4,"('Peoples R China', 'Yijing')"
Morocco,UK,1,"('Morocco', 'UK')"
Obaa Akua,Smaranda,4,"('Obaa Akua', 'Smaranda')"
Obaa Akua,South Africa,2,"('Obaa Akua', 'South Africa')"
Obaa Akua,Obaa Akua,1,"('Obaa Akua', 'Obaa Akua')"
Belgium,Obaa Akua,2,"('Belgium', 'Obaa Akua')"
Smaranda,South Africa,2,"('Smaranda', 'South Africa')"
Smaranda,Smaranda,1,"('Smaranda', 'Smaranda')"
Belgium,Smaranda,2,"('Belgium', 'Smaranda')"
Leigh,USA,2,"('Leigh', 'USA')"
David,Muhammad Aftab,1,"('David', 'Muhammad Aftab')"
Erik,Muhammad Aftab,1,"('Erik', 'Muhammad Aftab')"
Australia,Muhammad Aftab,1,"('Australia', 'Muhammad Aftab')"
David,Erik,1,"('David', 'Erik')"
Australia,Erik,1,"('Australia', 'Erik')"
Bangladesh,Malaysia,1,"('Bangladesh', 'Malaysia')"
Australia,Bangladesh,1,"('Australia', 'Bangladesh')"
Lixin,Peoples R China,1,"('Lixin', 'Peoples R China')"
BaoWen,WenChi,1,"('BaoWen', 'WenChi')"
Peoples R China,WenChi,1,"('Peoples R China', 'WenChi')"
USA,WenChi,1,"('USA', 'WenChi')"
BaoWen,Peoples R China,1,"('BaoWen', 'Peoples R China')"
BaoWen,USA,1,"('BaoWen', 'USA')"
USA,Yonghong,3,"('USA', 'Yonghong')"
Oyku,USA,2,"('Oyku', 'USA')"
Oyku,Singapore,1,"('Oyku', 'Singapore')"
